name,attack,attribute,defense,has_materials,has_name_condition,is_extra_deck,is_fusion,is_link,is_pendulum,is_synchro,is_xyz,link_markers,link_number,materials,monster_types,name_condition,number,pendulum_left,pendulum_right,pendulum_text,Type,stars,text
The Weather Painter Cloud,1500,WIND,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,28806532,,,,Fairy,3,"If another face-up ""The Weather"" card you control is sent to the GY: You can target up to 2 ""The Weather"" Spells/Traps in your GY; place them face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Cloud"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card."
The Weather Painter Rain,1200,WATER,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,92411493,,,,Fairy,3,"If this card is Special Summoned: You can place 1 ""The Weather"" Spell/Trap from your hand face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Rain"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card."
The Weather Painter Rainbow,2400,LIGHT,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom', 'Bottom-Left', 'Bottom-Right']",3,"3 ""Weathery"" monsters","['Link', 'Effect']",,54178659,,,,Fairy,,"When your opponent would Special Summon a monster(s) (Quick Effect): You can send this Link Summoned card to the GY; negate the Summon, and if you do, destroy that monster(s). Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card. ""The Weather"" Effect Monsters this card points to gain the following effect.
Åú When a card or effect is activated (Quick Effect): You can banish this card; negate the activation, and if you do, destroy that card."
The Weather Painter Snow,0,EARTH,2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,65017789,,,,Fairy,3,"When this card is Normal Summoned: You can place 1 ""The Weather"" Spell/Trap from your Deck face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Snow"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card."
The Weather Painter Sun,1600,FIRE,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,54895237,,,,Fairy,3,"If this card is in your GY: You can send 1 face-up Continuous Spell/Trap you control to the GY; Special Summon this card in Defense Position, and if you do, place 1 ""The Weather"" Spell/Trap from your hand face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Sun"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card."
The Weather Painter Thunder,1700,LIGHT,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,91299846,,,,Fairy,3,"You can send 1 face-up Continuous Spell/Trap you control to the GY; place 1 ""The Weather"" Spell/Trap from your Deck face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Thunder"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card."
The White Stone of Ancients,600,LIGHT,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,71039903,,,,Dragon,1,"Once per turn, during the End Phase, if this card is in the Graveyard because it was sent there this turn: You can Special Summon 1 ""Blue-Eyes"" monster from your Deck. You can banish this card from your Graveyard, then target 1 ""Blue-Eyes"" monster in your Graveyard; add it to your hand. You can only use this effect of ""The White Stone of Ancients"" once per turn."
The White Stone of Legend,300,LIGHT,250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,79814787,,,,Dragon,1,"If this card is sent to the Graveyard: Add 1 ""Blue-Eyes White Dragon"" from your Deck to your hand."
The Wicked Avatar,?,DARK,?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,21208154,,,,Fiend,10,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest face-up monster's ATK on the field (except ""The Wicked Avatar"")."
The Wicked Dreadroot,4000,DARK,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,62180201,,,,Fiend,10,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Halve the ATK and DEF of all monsters on the field, except this card."
The Wicked Eraser,?,DARK,?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,57793869,,,,Fiend,10,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. The ATK and DEF of this card are each equal to the number of cards your opponent controls x 1000. When this card is destroyed and sent to the Graveyard, destroy all cards on the field. During your Main Phase, you can destroy this card."
The Wicked Worm Beast,1400,EARTH,700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,6285791,,,,Beast,3,This face-up card on the field is returned to the owner's hand during the End Phase of your turn.
The Winged Dragon of Ra,?,DIVINE,?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,None,,,,Divine-Beast,10,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK and DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target."
The Winged Dragon of Ra (original),?,DIVINE,?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,None,,,,Divine-Beast,10,Spirits sing of a powerful creature that rules over all that is mystic.
The Winged Dragon of Ra - Immortal Phoenix,4000,DIVINE,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,None,,,,Divine-Beast,10,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect, and cannot be Special Summoned by other ways. If ""The Winged Dragon of Ra"" is sent from the field to your Graveyard while this card is in your Graveyard: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. This card is unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the Graveyard. Once per turn, during the End Phase: Send this card to the Graveyard, and if you do, Special Summon 1 ""The Winged Dragon of Ra - Sphere Mode"" from your hand, Deck, or Graveyard, ignoring its Summoning conditions."
The Winged Dragon of Ra - Sphere Mode,?,DIVINE,?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,None,,,,Divine-Beast,10,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 ""The Winged Dragon of Ra"" from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK and DEF become 4000."
Theban Nightmare,1500,LIGHT,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,51838385,,,,Fiend,4,"While you have no cards in your hand nor in your Spell & Trap Zones, this card gains 1500 ATK."
Theinen the Great Sphinx,3500,LIGHT,3000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,87997872,,,,Beast,10,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both ""Andro Sphinx"" and ""Sphinx Teleia"" on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned successfully, pay 500 Life Points to increase the ATK of this card by 3000 points until the end of the End Phase."
Thermal Genex,2400,FIRE,1200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"""Genex Controller"" + 1 or more non-Tuner FIRE monsters","['Synchro', 'Effect']",,6588580,,,,Machine,8,"This card gains 200 ATK for each FIRE monster in your Graveyard. If this card destroys an opponent's monster by battle, inflict damage to your opponent equal to the number of ""Genex"" monsters in your Graveyard x 200."
Thestalos the Firestorm Monarch,2400,FIRE,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,26205777,,,,Pyro,6,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100."
Thestalos the Mega Monarch,2800,FIRE,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,69230391,,,,Pyro,8,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 200. If this card was Tributed Summoned by Tributing a FIRE monster, add this additional effect.
Åú Also, inflict 1000 damage to your opponent after that."
"Thor, Lord of the Aesir",3500,EARTH,2800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 ""Nordic Beast"" Tuner + 2 or more non-Tuner monsters","['Synchro', 'Effect']",,30604579,,,,Beast-Warrior,10,"Once per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. During the End Phase, if this face-up card you controlled was destroyed by your opponent's card (by battle or card effect) and sent to your Graveyard this turn: You can banish 1 ""Nordic Beast"" Tuner monster from your Graveyard; Special Summon this card. If Summoned this way: Inflict 800 damage to your opponent."
Thought Ruler Archfiend,2700,DARK,2300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,70780151,,,,Psychic,8,"If this card destroys a monster by battle and sends it to the Graveyard: Gain LP equal to that monster's original ATK in the Graveyard. During either player's turn, when a Spell/Trap Card is activated that targets exactly 1 Psychic-Type monster (and no other cards): You can pay 1000 LP; negate the activation, and if you do, destroy it."
Thousand Dragon,2400,WIND,2000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Time Wizard"" + ""Baby Dragon""",['Fusion'],,41462083,,,,Dragon,7,
Thousand Needles,1000,EARTH,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,33977496,,,,Beast,4,"When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step."
Thousand-Eyes Idol,0,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,27125110,,,,Spellcaster,1,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul."
Thousand-Eyes Jellyfish,300,WATER,2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,81434470,,,,Fish,5,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Ocean's Keeper"". Your opponent must play with their hand revealed."
Thousand-Eyes Restrict,0,DARK,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Relinquished"" + ""Thousand-Eyes Idol""","['Fusion', 'Effect']",,63519819,,,,Spellcaster,1,"Other monsters on the field cannot change their battle positions or attack. Once per turn: You can target 1 monster your opponent controls; equip that target to this card. (You can only equip 1 monster at a time to this card with this effect.) This card's ATK and DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead."
Three Thousand Needles,3000,EARTH,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,7852878,,,,Beast,8,"At the end of the Damage Step, if this Defense Position card was attacked by a monster whose ATK is lower than this card's DEF: Destroy the attacking monster."
Three Trolling Trolls,1000,WATER,1300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,43464884,,,,Beast-Warrior,3,"If this card is Normal or Special Summoned: You can target 1 Beast-Warrior monster in your GY; this card's Attribute and Level become the same as that monster's, until the end of this turn. During your Main Phase: You can Special Summon 1 Beast-Warrior monster with the same Attribute and Level as this card from your hand. You can only use each effect of ""Three Trolling Trolls"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except Beast-Warrior monsters."
Three-Headed Geedo,1200,DARK,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,78423643,,,,Fiend,4,A three-headed nocturnal monster that is absolutely ruthless when fighting.
Three-Legged Zombies,1100,DARK,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,33734439,,,,Zombie,3,"A pair of friendly skeletons, lean and fat, that travel with extreme difficulty."
Throwstone Unit,900,EARTH,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,76075810,,,,Warrior,4,Tribute 1 Warrior-Type monster on your side of the field to destroy 1 face-up monster on the field whose DEF is equal to or less than the ATK of this card.
Thunder Dragon,1600,LIGHT,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,31786629,,,,Thunder,5,"You can discard this card to add up to 2 ""Thunder Dragons"" from your Deck to your hand."
Thunder End Dragon,3000,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 8 Normal Monsters,"['Xyz', 'Effect']",,698785,,,,Dragon,8,Once per turn: You can detach 1 Xyz Material from this card; destroy all other monsters on the field.
Thunder Kid,700,WIND,600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,15510988,,,,Thunder,2,"This monster stores electricity within his body, and can unleash it with catastrophic power."
Thunder King Rai-Oh,1900,LIGHT,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,71564252,,,,Thunder,4,"Neither player can add cards from their Deck to their hand except by drawing them. During either player's turn, when your opponent would Special Summon exactly 1 monster: You can send this face-up card to the Graveyard; negate the Special Summon, and if you do, destroy it."
"Thunder King, the Lightningstrike Kaiju",3300,LIGHT,2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,48770333,,,,Thunder,9,"You can Special Summon this card (from your hand) to your opponent's side of the field in Attack Position, by Tributing 1 monster they control. If your opponent controls a ""Kaiju"" monster, you can Special Summon this card (from your hand) in Attack Position. You can only control 1 ""Kaiju"" monster. Once per turn: You can remove 3 Kaiju Counters from anywhere on the field; your opponent's cards and effects cannot be activated for the rest of this turn, also this card can make up to 3 attacks on monsters during each Battle Phase this turn."
Thunder Nyan Nyan,1900,LIGHT,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,70797118,,,,Thunder,4,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card."
Thunder Sea Horse,1600,LIGHT,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,48049769,,,,Thunder,4,"You can discard this card; add 2 Level 4 LIGHT Thunder-Type monsters of the same name with 1600 or less ATK from your Deck to your hand. You can only use the effect of ""Thunder Sea Horse"" once per turn. You cannot Special Summon during the turn you activate this effect."
Thunder Unicorn,2200,LIGHT,1800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Beast-Type Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,77506119,,,,Beast,5,"Once per turn, during your Main Phase, you can select 1 face-up monster your opponent controls. It loses 500 ATK for each monster you control, until the End Phase. During the turn this effect is activated, no other monsters can attack, except this card."
Thunderclap Skywolf,2500,LIGHT,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,13683298,,,,Thunder,7,If this card is Special Summoned from the Graveyard: You can destroy all face-up monsters your opponent controls. You cannot conduct your Battle Phase the turn you activate this effect.
"Tidal, Dragon Ruler of Waterfalls",2600,WATER,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,26400609,,,,Dragon,7,"If this card is in your hand or Graveyard: You can banish a total of 2 WATER and/or Dragon-Type monsters from your hand and/or Graveyard, except this card; Special Summon this card. During your opponent's End Phase, if this card was Special Summoned: Return it to the hand. You can discard this card and 1 WATER monster to the Graveyard; send 1 monster from your Deck to the Graveyard. If this card is banished: You can add 1 WATER Dragon-Type monster from your Deck to your hand. You can only use 1 ""Tidal, Dragon Ruler of Waterfalls"" effect per turn, and only once that turn."
"Tierra, Source of Destruction",3400,LIGHT,3600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,91588074,,,,Fiend,11,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 10 other cards with different names from your hand and/or field into the Deck and/or Extra Deck, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. If this card is Special Summoned: Shuffle all cards into the Deck, except this card, from each player's hand, field, Graveyard, and face-up Pendulum Monsters from the Extra Deck. Neither player can activate cards or effects in response to this effect's activation."
Tiger Axe,1300,EARTH,1100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,49791927,,,,Beast-Warrior,4,A fast and powerful axe-wielding beast-warrior.
Tiger Dragon,2400,EARTH,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,10097168,,,,Dragon,6,When this card is Tribute Summoned by Tributing a Dragon-Type monster: You can target up to 2 face-down Spell/Trap Cards your opponent controls; destroy those targets.
Timaeus the Knight of Destiny,?,LIGHT,?,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Legendary Knight Timaeus"" + ""Legendary Knight Critias"" + ""Legendary Knight Hermos""","['Fusion', 'Effect']",,53315891,,,,Warrior,10,"Must be Special Summoned (from your Extra Deck) by sending the above cards you control to the Graveyard, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) Unaffected by other cards' effects. Once per battle, if this card battles, during damage calculation (in either player's turn): You can make this card's ATK and DEF become equal to the ATK of the monster on the field with the highest ATK (your choice, if tied). When this card is destroyed by battle: You can Special Summon 3 ""Legendary Knight"" monsters from your hand, Deck, and/or Graveyard, ignoring their Summoning conditions."
Time Escaper,500,EARTH,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,73625877,,,,Psychic,2,"During either player's turn: You can discard this card, then target 1 Psychic-Type monster you control; banish it until your next Standby Phase."
Time Magic Hammer,500,LIGHT,400,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,"['Fusion', 'Effect']",,10960419,,,,Spellcaster,2,"Must be Special Summoned with ""The Claw of Hermos"", using a Spellcaster-Type monster, and cannot be Special Summoned by other ways. If this card is Special Summoned: Target 1 other face-up monster on the field; equip this card to it. At the start of the Damage Step, if it battles an opponent's monster: You can roll a six-sided die, and banish that opponent's monster until the Standby Phase of the Nth turn after this effect's activation (N = the result)."
Time Maiden,0,LIGHT,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,27107590,,,,Fairy,1,"If you control no monsters, you can Special Summon this card (from your hand). This card can be treated as 2 Tributes for the Tribute Summon of a ""Timelord"" monster. You can Tribute this card; add 1 ""Timelord"" monster with 0 ATK from your Deck to your hand. You can banish this card from your GY; Special Summon 1 ""Timelord"" monster with 0 ATK from your Deck, ignoring its Summoning conditions. You cannot Special Summon other monsters during the turn you activate this effect."
Time Wizard,500,LIGHT,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,71625222,,,,Spellcaster,2,"Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy as many monsters you control as possible, and if you do, take damage equal to half the total ATK those destroyed monsters had on the field."
Timeater,1900,DARK,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,44913552,,,,Machine,6,If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.
Timebreaker Magician,1400,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,"['Pendulum', 'Effect']",,80335817,2,2,"Each turn, the first Pendulum Monster(s) you control that would be destroyed by an opponent's card effect, is not destroyed.",Spellcaster,3,When this card is Pendulum Summoned from the hand (and no other cards are Pendulum Summoned at the same time): You can make this card's ATK become double its original ATK. Once per turn: You can target 1 monster on the field; banish both it and this card from the field until your next Standby Phase.
Timegazer Magician,1200,DARK,600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,"['Pendulum', 'Effect']",,20409757,8,8,"You must control no monsters to activate this card. If a Pendulum Monster you control battles, your opponent cannot activate Trap Cards until the end of the Damage Step. Unless you have a ""Magician"" card or ""Odd-Eyes"" card in your other Pendulum Zone, this card's Pendulum Scale becomes 4.",Spellcaster,3,"Each turn, the first card(s) in your Pendulum Zone that would be destroyed by an opponent's card effect, is not destroyed."
Timestar Magician,2400,DARK,1200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 Level 4 ""Magician"" Pendulum Monsters","['Xyz', 'Effect']",,47349116,,,,Spellcaster,4,"Must first be Xyz Summoned with the above Xyz Materials. Once per turn: You can detach 1 Xyz Material from this card; add to your hand, 1 DARK Spellcaster-Type monster from your Deck, Graveyard, or face-up from your Extra Deck. Once per turn, if a Pendulum Monster Card(s) in your Monster Zone or Pendulum Zone would be destroyed by battle or card effect, you can send 1 Spellcaster-Type monster from your Deck to the Graveyard instead."
Tin Archduke,2200,EARTH,1200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 4 monsters,"['Xyz', 'Effect']",,66506689,,,,Machine,4,"Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; change its battle position. (Flip monsters' effects are not activated.)"
Tin Goldfish,800,WATER,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,18063928,,,,Machine,4,When this card is Normal Summoned: You can Special Summon 1 Level 4 monster from your hand.
Tin Musical Battlemech,300,WIND,2200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1+ non-Tuner monsters,"['Synchro', 'Tuner', 'Effect']",,81846453,,,,Machine,3,"If this card is Synchro Summoned: You can target 1 Tuner in your GY; Special Summon it in Defense Position, but it has its effects negated. You can only use this effect of ""Tin Musical Battlemech"" once per turn. A Synchro Monster that used this card as Synchro Material is treated as a Tuner while face-up on the field."
Tindangle Acute Cerberus,0,DARK,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom-Left', 'Bottom-Right', 'Top']",3,"3 ""Tindangle"" monsters","['Link', 'Effect']",,75119040,,,,Fiend,,"Gains 3000 ATK if you have 3 or more ""Tindangle"" monsters with different names in your GY, including ""Tindangle Base Gardna"". Gains 500 ATK for each ""Tindangle"" monster it points to. At the end of the Battle Phase, if this card declared an attack: You can Special Summon 1 ""Tindangle Token"" (Fiend/DARK/Level 1/ATK 0/DEF 0)."
Tindangle Angel,500,DARK,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Flip', 'Effect']",,68860936,,,,Fiend,4,"FLIP: You can Special Summon 1 Flip monster from your hand or GY in face-down Defense Position, except ""Tindangle Angel"", then if it is your opponent's Battle Phase, end the Battle Phase. You can only use this effect of ""Tindangle Angel"" once per turn."
Tindangle Base Gardna,0,DARK,2300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,94365540,,,,Fiend,5,"If you control a face-down Defense Position monster, you can Special Summon this card (from your hand) in Defense Position. You can only Special Summon ""Tindangle Base Gardna"" once per turn this way. If a monster(s) is Normal or Special Summoned, and is now pointed to by an opponent's Link Monster (except during the Damage Step): You can Tribute this card; Special Summon 1 ""Tindangle"" monster from your hand or Deck in Attack Position or face-down Defense Position."
Tindangle Hound,2500,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Flip', 'Effect']",,31759689,,,,Fiend,7,"FLIP: You can target 1 other face-up monster on the field; this card gains ATK equal to that target's original ATK, then change that target to face-down Defense Position.
Each monster your opponent controls loses 1000 ATK for each monster linked to it. If this card is destroyed by battle or card effect and sent to the GY: You can target 1 face-down monster on the field; change it to face-up Defense Position."
Tindangle Intruder,2200,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Flip', 'Effect']",,94142993,,,,Fiend,6,"FLIP: You can add 1 ""Tindangle"" card from your Deck to your hand.
When this card is Normal Summoned: You can send 1 ""Tindangle"" card from your Deck to the GY. If a monster(s) is Special Summoned to your field in face-down Defense Position while this card is in your GY: Special Summon this card in face-down Defense Position (this is not optional). You can only use each effect of ""Tindangle Intruder"" once per turn."
Tindangle Protector,800,DARK,1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Flip', 'Effect']",,67744384,,,,Fiend,3,"FLIP: You can change up to 3 face-down Defense Position monsters you control to face-up Defense Position, then if all those monsters are ""Tindangle"" monsters, you can add up to that many ""Tindangle"" cards from your Deck to your hand. You can only use this effect of ""Tindangle Protector"" once per turn."
Tindangle Trinity,0,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Flip', 'Effect']",,11375683,,,,Fiend,4,"FLIP: You can Special Summon 1 ""Tindangle Base Gardna"" from your Deck.
If this card is flipped face-up, your ""Tindangle"" monsters cannot be destroyed by battle while this card is face-up on the field. If this card is sent to the GY as material for the Link Summon of a ""Tindangle"" Link Monster: You can add 1 ""Gergonne's End"" from your Deck to your hand, then send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Tindangle Trinity"" once per turn."
"Tiras, Keeper of Genesis",2600,LIGHT,1700,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 5 monsters,"['Xyz', 'Effect']",,31386180,,,,Fairy,5,"This card's effects can only be applied/resolved while it has Xyz Material. This card cannot be destroyed by card effects. At the end of the Battle Phase, if this card attacked or was attacked: Target 1 card your opponent controls; destroy that target. During each of your End Phases: Detach 1 Xyz Material from this card."
Toad Master,1000,WATER,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,62671448,,,,Aqua,3,"A hermit frog that has been in existence for thousands of years, it attacks with tadpoles."
Toadally Awesome,2200,WATER,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 2 Aqua-Type monsters,"['Xyz', 'Effect']",,90809975,,,,Aqua,2,"Once per turn, during the Standby Phase: You can detach 1 Xyz Material from this card; Special Summon 1 ""Frog"" monster from your Deck. Once per turn, during either player's turn, when your opponent activates a Spell/Trap Card, or monster effect: You can send 1 Aqua-Type monster from your hand or face-up from your field to the Graveyard; negate the activation, and if you do, destroy that card, then you can Set it to your field. If this card is sent to the Graveyard: You can target 1 WATER monster in your Graveyard; add it to your hand."
